idTicket,Área,id_soporte,fecha_hora_apertura,fecha_hora_asignación,fecha_hora_cierre
2306,Alumnos,S3,2024-10-09 15:55:17,2024-10-09 15:58:46.999276,2024-10-09 16:08:53.181931
2307,Alumnos,S1,2024-10-09 16:06:37,2024-10-09 16:06:37.000000,2024-10-09 16:35:05.060212
2308,Alumnos,S3,2024-10-09 16:12:17,2024-10-09 16:12:17.000000,2024-10-09 16:41:09.228167
2309,Gestión Académica,S6,2024-10-09 16:59:22,2024-10-09 16:59:22.000000,2024-10-09 17:13:06.879363
2310,Alumnos,S2,2024-10-09 17:01:29,2024-10-09 17:01:29.000000,2024-10-09 17:28:40.764551
2311,Alumnos,S1,2024-10-09 17:12:29,2024-10-09 17:12:29.000000,2024-10-09 17:36:35.553524
2312,Alumnos,S3,2024-10-09 17:17:31,2024-10-09 17:17:31.000000,2024-10-09 17:45:11.583676
2313,Alumnos,S2,2024-10-09 17:27:17,2024-10-09 17:28:59.764551,2024-10-09 17:54:30.164869
2314,Alumnos,S1,2024-10-09 17:36:33,2024-10-09 17:36:45.553524,2024-10-09 17:58:09.868122
2315,Alumnos,S1,2024-10-10 09:00:00,2024-10-10 09:00:00.000000,2024-10-10 09:16:47.637594
2316,Alumnos,S2,2024-10-10 09:02:14,2024-10-10 09:02:14.000000,2024-10-10 09:26:17.509085
2317,Alumnos,S3,2024-10-10 09:20:27,2024-10-10 09:20:27.000000,2024-10-10 09:44:56.741495
2318,Gestión Académica,S4,2024-10-10 09:24:43,2024-10-10 09:24:43.000000,2024-10-10 09:38:00.615803
2319,Gestión Académica,S5,2024-10-10 09:32:55,2024-10-10 09:32:55.000000,2024-10-10 09:42:53.451568
2320,Gestión Académica,S6,2024-10-10 09:35:33,2024-10-10 09:35:33.000000,2024-10-10 09:49:36.518024
2321,Gestión Académica,S4,2024-10-10 09:46:27,2024-10-10 09:46:27.000000,2024-10-10 09:54:55.787093
2322,Gestión Académica,S5,2024-10-10 09:49:31,2024-10-10 09:49:31.000000,2024-10-10 10:02:48.607506
2323,Gestión Académica,S6,2024-10-10 09:54:50,2024-10-10 09:54:50.000000,2024-10-10 10:07:44.164855
2324,Gestión Académica,S4,2024-10-10 10:00:42,2024-10-10 10:00:42.000000,2024-10-10 10:17:02.509742
2325,Gestión Académica,S5,2024-10-10 10:06:35,2024-10-10 10:06:35.000000,2024-10-10 10:20:32.816083
2326,Gestión Académica,S6,2024-10-10 10:14:53,2024-10-10 10:14:53.000000,2024-10-10 10:30:24.192852
2327,Gestión Académica,S4,2024-10-10 10:24:06,2024-10-10 10:24:06.000000,2024-10-10 10:42:25.039871
2328,Gestión Académica,S5,2024-10-10 10:33:36,2024-10-10 10:33:36.000000,2024-10-10 10:46:01.341884
2329,Gestión Académica,S6,2024-10-10 10:46:16,2024-10-10 10:46:16.000000,2024-10-10 10:58:00.467650
2330,Gestión Académica,S4,2024-10-10 10:56:43,2024-10-10 10:56:43.000000,2024-10-10 11:10:58.695651
2331,Gestión Académica,S5,2024-10-10 11:15:02,2024-10-10 11:15:02.000000,2024-10-10 11:24:26.583516
2332,Gestión Académica,S6,2024-10-10 11:18:35,2024-10-10 11:18:35.000000,2024-10-10 11:33:56.540849
2333,Gestión Académica,S4,2024-10-10 11:41:33,2024-10-10 11:41:33.000000,2024-10-10 11:48:03.481563
2334,Gestión Académica,S5,2024-10-10 11:46:42,2024-10-10 11:46:42.000000,2024-10-10 12:07:04.657292
2335,Gestión Académica,S6,2024-10-10 12:02:25,2024-10-10 12:02:25.000000,2024-10-10 12:19:56.293692
2336,Gestión Académica,S4,2024-10-10 12:04:42,2024-10-10 12:04:42.000000,2024-10-10 12:13:55.271677
2337,Gestión Académica,S5,2024-10-10 12:18:58,2024-10-10 12:18:58.000000,2024-10-10 12:41:31.451174
2338,Alumnos,S1,2024-10-10 12:28:04,2024-10-10 12:28:04.000000,2024-10-10 12:51:19.609826
2339,Alumnos,S2,2024-10-10 12:29:45,2024-10-10 12:29:45.000000,2024-10-10 12:52:35.660739
2340,Gestión Académica,S4,2024-10-10 12:33:36,2024-10-10 12:33:36.000000,2024-10-10 12:50:04.091858
2341,Alumnos,S3,2024-10-10 12:37:08,2024-10-10 12:37:08.000000,2024-10-10 13:00:21.360716
2342,Alumnos,S1,2024-10-10 12:43:48,2024-10-10 12:51:24.609826,2024-10-10 13:15:03.411591
2343,Alumnos,S2,2024-10-10 12:54:32,2024-10-10 12:54:32.000000,2024-10-10 13:15:01.214721
2344,Alumnos,S3,2024-10-10 12:55:54,2024-10-10 13:00:36.360716,2024-10-10 13:22:46.966288
2345,Alumnos,S1,2024-10-10 12:57:32,2024-10-10 13:15:14.411591,2024-10-10 13:39:45.704325
2346,Alumnos,S2,2024-10-10 12:59:14,2024-10-10 13:15:24.214721,2024-10-10 13:41:24.303729
2347,Gestión Académica,S6,2024-10-10 13:05:10,2024-10-10 13:05:10.000000,2024-10-10 13:15:11.137585
2348,Gestión Académica,S5,2024-10-10 13:07:15,2024-10-10 13:07:15.000000,2024-10-10 13:25:59.867670
2349,Gestión Académica,S4,2024-10-10 13:15:48,2024-10-10 13:15:48.000000,2024-10-10 13:31:54.995947
2350,Gestión Académica,S6,2024-10-10 13:26:19,2024-10-10 13:26:19.000000,2024-10-10 13:43:22.857910
2351,Alumnos,S3,2024-10-10 13:36:22,2024-10-10 13:36:22.000000,2024-10-10 13:58:26.123988
2352,Alumnos,S1,2024-10-10 13:39:47,2024-10-10 13:39:51.704325,2024-10-10 14:02:33.393831
2353,Alumnos,S2,2024-10-10 13:42:51,2024-10-10 13:42:51.000000,2024-10-10 14:09:47.939599
2354,Alumnos,S3,2024-10-10 13:46:01,2024-10-10 13:58:33.123988,2024-10-10 14:12:36.991573
2355,Alumnos,S1,2024-10-10 13:53:16,2024-10-10 14:02:51.393831,2024-10-10 14:21:02.803300
2356,Alumnos,S2,2024-10-10 14:08:41,2024-10-10 14:09:53.939599,2024-10-10 14:33:02.746842
2357,Alumnos,S3,2024-10-10 14:25:58,2024-10-10 14:25:58.000000,2024-10-10 14:48:27.094331
2358,Alumnos,S1,2024-10-10 14:34:37,2024-10-10 14:34:37.000000,2024-10-10 14:51:48.671838
2359,Alumnos,S2,2024-10-10 14:43:38,2024-10-10 14:43:38.000000,2024-10-10 15:07:25.857902
2360,Gestión Académica,S5,2024-10-10 14:48:01,2024-10-10 14:48:01.000000,2024-10-10 14:55:07.306501
2361,Gestión Académica,S4,2024-10-10 14:51:41,2024-10-10 14:51:41.000000,2024-10-10 15:06:43.032156
2362,Gestión Académica,S6,2024-10-10 14:56:27,2024-10-10 14:56:27.000000,2024-10-10 15:09:29.831420
2363,Gestión Académica,S5,2024-10-10 15:04:31,2024-10-10 15:04:31.000000,2024-10-10 15:09:16.125222
2364,Gestión Académica,S4,2024-10-10 15:10:15,2024-10-10 15:10:15.000000,2024-10-10 15:16:45.169747
2365,Gestión Académica,S5,2024-10-10 15:13:05,2024-10-10 15:13:05.000000,2024-10-10 15:25:57.072009
2366,Gestión Académica,S6,2024-10-10 15:23:59,2024-10-10 15:23:59.000000,2024-10-10 15:30:51.985937
2367,Gestión Académica,S4,2024-10-10 15:32:08,2024-10-10 15:32:08.000000,2024-10-10 15:42:34.410654
2368,Gestión Académica,S5,2024-10-10 15:34:27,2024-10-10 15:34:27.000000,2024-10-10 15:43:52.127159
2369,Alumnos,S3,2024-10-10 15:48:19,2024-10-10 15:48:19.000000,2024-10-10 16:11:57.614353
2370,Gestión Académica,S6,2024-10-10 15:53:59,2024-10-10 15:53:59.000000,2024-10-10 16:04:20.694514
2371,Alumnos,S1,2024-10-10 16:03:57,2024-10-10 16:03:57.000000,2024-10-10 16:24:34.733898
2372,Alumnos,S2,2024-10-10 16:07:11,2024-10-10 16:07:11.000000,2024-10-10 16:27:15.541496
2373,Alumnos,S3,2024-10-10 16:13:27,2024-10-10 16:13:27.000000,2024-10-10 16:41:20.510928
2374,Alumnos,S1,2024-10-10 16:19:20,2024-10-10 16:24:43.733898,2024-10-10 16:38:51.182638
2375,Alumnos,S2,2024-10-10 16:26:32,2024-10-10 16:27:44.541496,2024-10-10 17:03:21.204314
2376,Alumnos,S1,2024-10-10 16:31:20,2024-10-10 16:38:56.182638,2024-10-10 16:57:28.087721
2377,Alumnos,S3,2024-10-10 16:37:16,2024-10-10 16:41:45.510928,2024-10-10 17:12:18.409908
2378,Gestión Académica,S4,2024-10-10 16:40:14,2024-10-10 16:40:14.000000,2024-10-10 16:58:36.545847
2379,Gestión Académica,S5,2024-10-10 16:49:05,2024-10-10 16:49:05.000000,2024-10-10 17:01:00.425926
2380,Gestión Académica,S6,2024-10-10 17:13:27,2024-10-10 17:13:27.000000,2024-10-10 17:21:26.708756
2381,Gestión Académica,S4,2024-10-10 17:15:49,2024-10-10 17:15:49.000000,2024-10-10 17:28:46.302801
2382,Gestión Académica,S5,2024-10-10 17:27:38,2024-10-10 17:27:38.000000,2024-10-10 17:42:35.132659
2383,Gestión Académica,S6,2024-10-10 17:40:51,2024-10-10 17:40:51.000000,2024-10-10 17:50:58.232257
2384,Gestión Académica,S4,2024-10-11 09:00:00,2024-10-11 09:00:00.000000,2024-10-11 09:16:10.156930
2385,Gestión Académica,S5,2024-10-11 09:11:50,2024-10-11 09:11:50.000000,2024-10-11 09:24:07.416697
2386,Gestión Académica,S6,2024-10-11 09:24:32,2024-10-11 09:24:32.000000,2024-10-11 09:32:40.183516
2387,Gestión Académica,S4,2024-10-11 09:26:13,2024-10-11 09:26:13.000000,2024-10-11 09:41:41.773574
2388,Gestión Académica,S5,2024-10-11 09:30:33,2024-10-11 09:30:33.000000,2024-10-11 09:44:05.753793
2389,Gestión Académica,S6,2024-10-11 09:37:18,2024-10-11 09:37:18.000000,2024-10-11 09:55:36.593897
2390,Alumnos,S1,2024-10-11 09:43:47,2024-10-11 09:43:47.000000,2024-10-11 10:05:13.905560
2391,Alumnos,S2,2024-10-11 09:47:38,2024-10-11 09:47:38.000000,2024-10-11 10:24:10.107490
2392,Alumnos,S3,2024-10-11 09:51:24,2024-10-11 09:51:24.000000,2024-10-11 10:17:33.919244
2393,Alumnos,S1,2024-10-11 10:36:33,2024-10-11 10:36:33.000000,2024-10-11 11:06:59.058304
2394,Gestión Académica,S4,2024-10-11 10:43:32,2024-10-11 10:43:32.000000,2024-10-11 10:51:34.237829
2395,Gestión Académica,S5,2024-10-11 11:03:48,2024-10-11 11:03:48.000000,2024-10-11 11:15:59.860436
2396,Gestión Académica,S6,2024-10-11 11:07:19,2024-10-11 11:07:19.000000,2024-10-11 11:23:05.207268
2397,Gestión Académica,S4,2024-10-11 11:57:57,2024-10-11 11:57:57.000000,2024-10-11 12:04:49.929588
2398,Gestión Académica,S5,2024-10-11 12:06:15,2024-10-11 12:06:15.000000,2024-10-11 12:22:31.010458
2399,Alumnos,S3,2024-10-11 12:11:47,2024-10-11 12:11:47.000000,2024-10-11 12:26:24.116077
2400,Alumnos,S2,2024-10-11 12:46:42,2024-10-11 12:46:42.000000,2024-10-11 13:05:08.247479
2401,Alumnos,S1,2024-10-11 13:09:52,2024-10-11 13:09:52.000000,2024-10-11 13:31:02.530510
2402,Alumnos,S3,2024-10-11 13:12:19,2024-10-11 13:12:19.000000,2024-10-11 13:20:49.846074
2403,Alumnos,S2,2024-10-11 13:25:51,2024-10-11 13:25:51.000000,2024-10-11 13:36:36.048513
2404,Alumnos,S3,2024-10-11 13:32:43,2024-10-11 13:32:43.000000,2024-10-11 13:51:21.153875
2405,Alumnos,S1,2024-10-11 13:38:52,2024-10-11 13:38:52.000000,2024-10-11 14:07:31.363212
2406,Alumnos,S2,2024-10-11 13:49:40,2024-10-11 13:49:40.000000,2024-10-11 14:13:54.289288
2407,Alumnos,S3,2024-10-11 13:50:45,2024-10-11 13:51:37.153875,2024-10-11 14:18:54.482214
2408,Gestión Académica,S6,2024-10-11 13:57:08,2024-10-11 13:57:08.000000,2024-10-11 14:14:41.559903
2409,Gestión Académica,S4,2024-10-11 14:03:36,2024-10-11 14:03:36.000000,2024-10-11 14:24:09.878690
2410,Gestión Académica,S5,2024-10-11 14:15:06,2024-10-11 14:15:06.000000,2024-10-11 14:26:02.260639
2411,Gestión Académica,S6,2024-10-11 14:21:37,2024-10-11 14:21:37.000000,2024-10-11 14:38:34.618419
2412,Gestión Académica,S4,2024-10-11 14:32:00,2024-10-11 14:32:00.000000,2024-10-11 14:47:45.390668
2413,Alumnos,S1,2024-10-11 15:20:08,2024-10-11 15:20:08.000000,2024-10-11 15:45:38.738771
2414,Alumnos,S2,2024-10-11 15:22:01,2024-10-11 15:22:01.000000,2024-10-11 15:37:31.793442
2415,Alumnos,S3,2024-10-11 15:31:43,2024-10-11 15:31:43.000000,2024-10-11 16:03:08.456669
2416,Gestión Académica,S5,2024-10-11 15:42:48,2024-10-11 15:42:48.000000,2024-10-11 15:57:53.499726
2417,Gestión Académica,S6,2024-10-11 15:49:01,2024-10-11 15:49:01.000000,2024-10-11 16:03:06.910082
2418,Alumnos,S2,2024-10-11 16:00:19,2024-10-11 16:00:19.000000,2024-10-11 16:28:05.619201
2419,Alumnos,S1,2024-10-11 16:05:47,2024-10-11 16:05:47.000000,2024-10-11 16:27:48.654367
2420,Gestión Académica,S4,2024-10-11 16:12:27,2024-10-11 16:12:27.000000,2024-10-11 16:22:37.767765
2421,Gestión Académica,S5,2024-10-11 16:18:22,2024-10-11 16:18:22.000000,2024-10-11 16:32:48.395384
2422,Gestión Académica,S6,2024-10-11 16:20:25,2024-10-11 16:20:25.000000,2024-10-11 16:29:57.145561
2423,Gestión Académica,S4,2024-10-11 17:04:26,2024-10-11 17:04:26.000000,2024-10-11 17:22:14.875340
2424,Gestión Académica,S6,2024-10-11 17:15:20,2024-10-11 17:15:20.000000,2024-10-11 17:23:24.100051
2425,Gestión Académica,S5,2024-10-11 17:30:32,2024-10-11 17:30:32.000000,2024-10-11 17:46:33.473471
2426,Gestión Académica,S4,2024-10-11 17:39:21,2024-10-11 17:39:21.000000,2024-10-11 17:46:11.062815
2427,Gestión Académica,S6,2024-10-11 17:44:58,2024-10-11 17:44:58.000000,2024-10-11 17:55:28.814108
2428,Gestión Académica,S4,2024-10-12 09:00:00,2024-10-12 09:00:00.000000,2024-10-12 09:17:04.205079
2429,Gestión Académica,S5,2024-10-12 09:05:26,2024-10-12 09:05:26.000000,2024-10-12 09:11:25.997809
2430,Gestión Académica,S6,2024-10-12 09:10:50,2024-10-12 09:10:50.000000,2024-10-12 09:25:04.899985
2431,Gestión Académica,S5,2024-10-12 09:17:18,2024-10-12 09:17:18.000000,2024-10-12 09:26:20.978597
2432,Gestión Académica,S4,2024-10-12 09:26:44,2024-10-12 09:26:44.000000,2024-10-12 09:34:44.738114
2433,Gestión Académica,S6,2024-10-12 09:30:17,2024-10-12 09:30:17.000000,2024-10-12 09:43:02.970022
2434,Gestión Académica,S5,2024-10-12 10:15:32,2024-10-12 10:15:32.000000,2024-10-12 10:22:31.763885
2435,Gestión Académica,S4,2024-10-12 10:20:04,2024-10-12 10:20:04.000000,2024-10-12 10:26:30.813047
2436,Gestión Académica,S6,2024-10-12 10:21:28,2024-10-12 10:21:28.000000,2024-10-12 10:28:10.647280
2437,Gestión Académica,S5,2024-10-12 10:25:40,2024-10-12 10:25:40.000000,2024-10-12 10:39:17.967394
2438,Gestión Académica,S4,2024-10-12 10:30:32,2024-10-12 10:30:32.000000,2024-10-12 10:42:08.469154
2439,Gestión Académica,S6,2024-10-12 11:02:59,2024-10-12 11:02:59.000000,2024-10-12 11:16:35.956879
2440,Alumnos,S1,2024-10-12 11:19:14,2024-10-12 11:19:14.000000,2024-10-12 11:43:22.633688
2441,Alumnos,S2,2024-10-12 11:29:59,2024-10-12 11:29:59.000000,2024-10-12 11:57:17.058482
2442,Gestión Académica,S5,2024-10-12 11:32:34,2024-10-12 11:32:34.000000,2024-10-12 11:50:04.758302
2443,Gestión Académica,S4,2024-10-12 11:34:15,2024-10-12 11:34:15.000000,2024-10-12 11:44:54.797751
2444,Gestión Académica,S6,2024-10-12 11:50:37,2024-10-12 11:50:37.000000,2024-10-12 12:08:18.094012
2445,Gestión Académica,S4,2024-10-12 11:53:03,2024-10-12 11:53:03.000000,2024-10-12 12:08:08.875264
2446,Alumnos,S3,2024-10-12 11:58:07,2024-10-12 11:58:07.000000,2024-10-12 12:16:51.318167
2447,Gestión Académica,S5,2024-10-12 12:01:10,2024-10-12 12:01:10.000000,2024-10-12 12:13:26.915013
2448,Alumnos,S1,2024-10-12 12:04:30,2024-10-12 12:04:30.000000,2024-10-12 12:24:15.472632
2449,Alumnos,S2,2024-10-12 12:06:50,2024-10-12 12:06:50.000000,2024-10-12 12:26:08.764693
2450,Alumnos,S3,2024-10-12 12:14:53,2024-10-12 12:16:54.318167,2024-10-12 12:41:55.596200
2451,Alumnos,S1,2024-10-12 12:21:29,2024-10-12 12:24:18.472632,2024-10-12 12:46:02.841134
2452,Alumnos,S2,2024-10-12 12:32:06,2024-10-12 12:32:06.000000,2024-10-12 12:55:36.177260
2453,Gestión Académica,S4,2024-10-12 12:38:58,2024-10-12 12:38:58.000000,2024-10-12 12:51:18.923235
2454,Gestión Académica,S6,2024-10-12 13:37:57,2024-10-12 13:37:57.000000,2024-10-12 13:55:13.434006
2455,Gestión Académica,S5,2024-10-12 13:43:11,2024-10-12 13:43:11.000000,2024-10-12 13:58:19.237470
2456,Gestión Académica,S4,2024-10-12 13:52:12,2024-10-12 13:52:12.000000,2024-10-12 14:03:32.242676
2457,Gestión Académica,S6,2024-10-12 13:53:48,2024-10-12 13:55:37.434006,2024-10-12 14:12:58.751419
2458,Gestión Académica,S5,2024-10-12 13:54:52,2024-10-12 13:58:22.237470,2024-10-12 14:09:16.398397
2459,Gestión Académica,S4,2024-10-12 14:48:21,2024-10-12 14:48:21.000000,2024-10-12 14:58:24.950669
2460,Gestión Académica,S5,2024-10-12 14:54:35,2024-10-12 14:54:35.000000,2024-10-12 15:11:35.966712
2461,Gestión Académica,S6,2024-10-12 14:55:51,2024-10-12 14:55:51.000000,2024-10-12 15:04:57.421841
2462,Alumnos,S3,2024-10-12 15:05:37,2024-10-12 15:05:37.000000,2024-10-12 15:31:40.484361
2463,Gestión Académica,S4,2024-10-12 15:15:53,2024-10-12 15:15:53.000000,2024-10-12 15:31:50.474276
2464,Gestión Académica,S6,2024-10-12 15:17:58,2024-10-12 15:17:58.000000,2024-10-12 15:31:33.511519
2465,Alumnos,S1,2024-10-12 15:22:11,2024-10-12 15:22:11.000000,2024-10-12 15:40:23.627925
2466,Alumnos,S2,2024-10-12 15:32:14,2024-10-12 15:32:14.000000,2024-10-12 15:53:07.259845
2467,Alumnos,S3,2024-10-12 15:37:39,2024-10-12 15:37:39.000000,2024-10-12 15:58:55.860680
2468,Alumnos,S1,2024-10-12 16:35:27,2024-10-12 16:35:27.000000,2024-10-12 16:57:28.968132
2469,Alumnos,S2,2024-10-12 17:07:25,2024-10-12 17:07:25.000000,2024-10-12 17:27:08.139819
2470,Alumnos,S3,2024-10-12 17:15:17,2024-10-12 17:15:17.000000,2024-10-12 17:36:44.338293
2471,Gestión Académica,S5,2024-10-12 17:17:06,2024-10-12 17:17:06.000000,2024-10-12 17:27:35.917000
2472,Gestión Académica,S4,2024-10-13 09:00:00,2024-10-13 09:00:00.000000,2024-10-13 09:08:31.265769
2473,Alumnos,S1,2024-10-13 09:12:20,2024-10-13 09:12:20.000000,2024-10-13 09:30:06.690569
2474,Alumnos,S2,2024-10-13 09:14:27,2024-10-13 09:14:27.000000,2024-10-13 09:39:43.408978
2475,Gestión Académica,S5,2024-10-13 09:20:36,2024-10-13 09:20:36.000000,2024-10-13 09:26:52.023112
2476,Gestión Académica,S6,2024-10-13 09:34:33,2024-10-13 09:34:33.000000,2024-10-13 09:49:47.546791
2477,Gestión Académica,S4,2024-10-13 09:49:40,2024-10-13 09:49:40.000000,2024-10-13 09:56:38.309668
2478,Gestión Académica,S5,2024-10-13 10:28:12,2024-10-13 10:28:12.000000,2024-10-13 10:34:33.752788
2479,Gestión Académica,S6,2024-10-13 10:37:37,2024-10-13 10:37:37.000000,2024-10-13 10:48:43.839016
2480,Gestión Académica,S4,2024-10-13 10:38:47,2024-10-13 10:38:47.000000,2024-10-13 11:00:03.463398
2481,Gestión Académica,S5,2024-10-13 10:54:13,2024-10-13 10:54:13.000000,2024-10-13 11:02:54.100674
2482,Gestión Académica,S6,2024-10-13 10:57:00,2024-10-13 10:57:00.000000,2024-10-13 11:07:10.723696
2483,Alumnos,S3,2024-10-13 10:59:24,2024-10-13 10:59:24.000000,2024-10-13 11:27:29.654036
2484,Alumnos,S1,2024-10-13 11:01:27,2024-10-13 11:01:27.000000,2024-10-13 11:19:54.538597
2485,Alumnos,S2,2024-10-13 11:02:35,2024-10-13 11:02:35.000000,2024-10-13 11:19:09.487676
2486,Gestión Académica,S4,2024-10-13 11:11:46,2024-10-13 11:11:46.000000,2024-10-13 11:23:31.277352
2487,Gestión Académica,S5,2024-10-13 11:23:25,2024-10-13 11:23:25.000000,2024-10-13 11:39:25.098616
2488,Gestión Académica,S6,2024-10-13 12:01:03,2024-10-13 12:01:03.000000,2024-10-13 12:12:46.051156
2489,Gestión Académica,S4,2024-10-13 12:08:58,2024-10-13 12:08:58.000000,2024-10-13 12:20:59.274559
2490,Gestión Académica,S5,2024-10-13 12:23:08,2024-10-13 12:23:08.000000,2024-10-13 12:34:38.654310
2491,Gestión Académica,S6,2024-10-13 12:27:08,2024-10-13 12:27:08.000000,2024-10-13 12:36:37.988610
2492,Gestión Académica,S4,2024-10-13 12:33:03,2024-10-13 12:33:03.000000,2024-10-13 12:50:45.500559
2493,Gestión Académica,S5,2024-10-13 12:38:14,2024-10-13 12:38:14.000000,2024-10-13 12:55:09.527620
2494,Alumnos,S2,2024-10-13 12:47:49,2024-10-13 12:47:49.000000,2024-10-13 13:15:10.976648
2495,Alumnos,S1,2024-10-13 12:53:03,2024-10-13 12:53:03.000000,2024-10-13 13:23:02.045321
2496,Alumnos,S3,2024-10-13 13:00:15,2024-10-13 13:00:15.000000,2024-10-13 13:19:59.134031
2497,Alumnos,S2,2024-10-13 13:10:34,2024-10-13 13:15:13.976648,2024-10-13 13:39:01.931191
2498,Alumnos,S3,2024-10-13 13:11:48,2024-10-13 13:20:21.134031,2024-10-13 13:33:16.286921
2499,Alumnos,S1,2024-10-13 13:16:59,2024-10-13 13:23:17.045321,2024-10-13 13:40:01.035770
2500,Alumnos,S3,2024-10-13 13:20:43,2024-10-13 13:33:17.286921,2024-10-13 13:56:46.156581
2501,Alumnos,S2,2024-10-13 13:23:16,2024-10-13 13:39:08.931191,2024-10-13 14:03:52.649231
2502,Gestión Académica,S6,2024-10-13 13:40:41,2024-10-13 13:40:41.000000,2024-10-13 13:57:08.793652
2503,Gestión Académica,S4,2024-10-13 13:52:05,2024-10-13 13:52:05.000000,2024-10-13 13:57:24.400358
2504,Alumnos,S1,2024-10-13 13:53:51,2024-10-13 13:53:51.000000,2024-10-13 14:13:27.618412
2505,Gestión Académica,S5,2024-10-13 14:11:11,2024-10-13 14:11:11.000000,2024-10-13 14:23:24.124750
2506,Alumnos,S3,2024-10-13 14:14:34,2024-10-13 14:14:34.000000,2024-10-13 14:40:54.630465
2507,Alumnos,S2,2024-10-13 14:18:14,2024-10-13 14:18:14.000000,2024-10-13 14:40:50.082613
2508,Alumnos,S1,2024-10-13 14:21:56,2024-10-13 14:21:56.000000,2024-10-13 14:43:26.961857
2509,Alumnos,S2,2024-10-13 14:25:57,2024-10-13 14:40:51.082613,2024-10-13 14:56:52.668870
2510,Alumnos,S3,2024-10-13 14:31:18,2024-10-13 14:41:03.630465,2024-10-13 15:11:37.414889
2511,Alumnos,S1,2024-10-13 14:37:19,2024-10-13 14:43:48.961857,2024-10-13 15:07:08.901742
2512,Alumnos,S2,2024-10-13 14:42:08,2024-10-13 14:57:14.668870,2024-10-13 15:17:46.490260
2513,Alumnos,S1,2024-10-13 14:54:47,2024-10-13 15:07:31.901742,2024-10-13 15:15:24.942690
2514,Alumnos,S3,2024-10-13 14:57:50,2024-10-13 15:11:46.414889,2024-10-13 15:42:52.906549
2515,Alumnos,S1,2024-10-13 15:01:53,2024-10-13 15:15:29.942690,2024-10-13 15:40:18.722410
2516,Alumnos,S2,2024-10-13 15:06:50,2024-10-13 15:18:11.490260,2024-10-13 15:40:49.470236
2517,Alumnos,S1,2024-10-13 15:09:02,2024-10-13 15:40:26.722410,2024-10-13 15:59:14.625244
2518,Alumnos,S2,2024-10-13 15:27:21,2024-10-13 15:41:01.470236,2024-10-13 16:15:41.261446
2519,Alumnos,S3,2024-10-13 15:34:04,2024-10-13 15:43:02.906549,2024-10-13 16:14:30.531274
2520,Alumnos,S1,2024-10-13 15:40:29,2024-10-13 15:59:29.625244,2024-10-13 16:21:22.247473
2521,Gestión Académica,S4,2024-10-13 15:47:26,2024-10-13 15:47:26.000000,2024-10-13 15:56:09.165097
2522,Gestión Académica,S6,2024-10-13 15:58:40,2024-10-13 15:58:40.000000,2024-10-13 16:12:18.222588
2523,Gestión Académica,S5,2024-10-13 15:59:42,2024-10-13 15:59:42.000000,2024-10-13 16:15:13.889788
2524,Gestión Académica,S4,2024-10-13 16:11:22,2024-10-13 16:11:22.000000,2024-10-13 16:24:45.243762
2525,Alumnos,S3,2024-10-13 16:22:51,2024-10-13 16:22:51.000000,2024-10-13 16:45:16.099587
2526,Alumnos,S2,2024-10-13 16:27:35,2024-10-13 16:27:35.000000,2024-10-13 16:56:57.082500
2527,Alumnos,S1,2024-10-13 16:51:37,2024-10-13 16:51:37.000000,2024-10-13 17:16:16.842773
2528,Alumnos,S3,2024-10-13 16:54:20,2024-10-13 16:54:20.000000,2024-10-13 17:21:50.684092
2529,Alumnos,S2,2024-10-13 17:01:49,2024-10-13 17:01:49.000000,2024-10-13 17:22:26.073187
2530,Alumnos,S1,2024-10-13 17:12:36,2024-10-13 17:16:40.842773,2024-10-13 17:36:02.360255
2531,Gestión Académica,S6,2024-10-13 17:17:02,2024-10-13 17:17:02.000000,2024-10-13 17:31:40.687329
2532,Gestión Académica,S5,2024-10-13 17:19:28,2024-10-13 17:19:28.000000,2024-10-13 17:26:19.247864
2533,Alumnos,S3,2024-10-13 17:27:51,2024-10-13 17:27:51.000000,2024-10-13 17:52:58.299197
2534,Alumnos,S1,2024-10-14 09:00:00,2024-10-14 09:00:00.000000,2024-10-14 09:21:52.424978
2535,Gestión Académica,S4,2024-10-14 09:05:07,2024-10-14 09:05:07.000000,2024-10-14 09:21:37.453023
2536,Gestión Académica,S5,2024-10-14 09:17:07,2024-10-14 09:17:07.000000,2024-10-14 09:30:22.434000
2537,Gestión Académica,S6,2024-10-14 09:18:17,2024-10-14 09:18:17.000000,2024-10-14 09:28:56.972660
2538,Gestión Académica,S4,2024-10-14 09:27:34,2024-10-14 09:27:34.000000,2024-10-14 09:40:07.305942
2539,Gestión Académica,S6,2024-10-14 09:32:37,2024-10-14 09:32:37.000000,2024-10-14 09:46:11.590034
2540,Gestión Académica,S5,2024-10-14 09:36:13,2024-10-14 09:36:13.000000,2024-10-14 09:49:26.584392
2541,Alumnos,S2,2024-10-14 09:41:17,2024-10-14 09:41:17.000000,2024-10-14 10:08:56.550212
2542,Alumnos,S3,2024-10-14 09:45:04,2024-10-14 09:45:04.000000,2024-10-14 10:03:17.949041
2543,Alumnos,S1,2024-10-14 09:49:38,2024-10-14 09:49:38.000000,2024-10-14 10:13:47.126979
2544,Alumnos,S3,2024-10-14 09:55:15,2024-10-14 10:03:36.949041,2024-10-14 10:30:28.384355
2545,Alumnos,S2,2024-10-14 10:35:32,2024-10-14 10:35:32.000000,2024-10-14 10:52:28.021089
